id,president_id,headline,url,section,word_count,date,keywords,,,,,,,,,,,,,,,,,,
581b5e0995d0e022439c6ab0,2,Trump Adviser's Slur Is a Sign of Things to Come,https://www.nytimes.com/2016/11/02/opinion/the-power-of-anti-hillary-slurs.html,Editorial,407,2016-11-02,"[('subject', 'Presidential Election of 2016'), ('subject', 'Democratic National Convention'), ('subject', 'Discrimination'), ('subject', 'Republican National Convention'), ('subject', 'Debates (Political)'), ('subject', 'Women and Girls'), ('subject', 'Indecency, Obscenity and Profanity'), ('organizations', 'Republican Party'), ('persons', 'Clinton, Hillary Rodham'), ('persons', 'Jones, Alex (1974- )'), ('persons', 'Limbaugh, Rush'), ('persons', 'Miller, Sid (1955- )'), ('persons', 'Trump, Donald J'), ('glocations', 'Philadelphia (Pa)')]",,,,,,,,,,,,,,,,,,
582c2e3b95d0e0204d560bc0,2,"Ivanka Trump and Jared Kushner Will Not Seek Security Clearances, Sources Say",https://www.nytimes.com/2016/11/16/us/politics/donald-trump-transition.html,National,1312,2016-11-16,"[('persons', 'Trump, Donald J'), ('persons', 'Abe, Shinzo'), ('persons', 'Biden, Joseph R Jr'), ('persons', 'Graham, Lindsey'), ('persons', 'Kaine, Timothy M'), ('persons', 'Sessions, Jefferson B III'), ('persons', 'Van Hollen, Christopher Jr'), ('persons', 'Reid, Harry'), ('persons', 'Pence, Mike')]",,,,,,,,,,,,,,,,,,
581918ed95d0e022439c67e5,2,Donald Trump's Math Takes His Towers to Greater Heights,https://www.nytimes.com/2016/11/02/nyregion/donald-trump-tower-heights.html,Metro,1413,2016-11-01,"[('subject', 'Presidential Election of 2016'), ('persons', 'Trump, Donald J'), ('organizations', 'Trump International Hotel and Tower'), ('subject', 'Buildings (Structures)'), ('organizations', 'Trump Organization'), ('glocations', 'Manhattan (NYC)'), ('subject', 'Architecture')]",,,,,,,,,,,,,,,,,,
5823627295d0e0204d55f8e7,2,What the Trump Presidency Means for the Supreme Court,https://www.nytimes.com/2016/11/10/us/politics/trump-supreme-court.html,National,1098,2016-11-09,"[('organizations', 'Supreme Court (US)'), ('persons', 'Trump, Donald J')]",,,,,,,,,,,,,,,,,,
57adf5c995d0e021d79805c7,2,James B. Stewart on Trump's Taxes,https://www.nytimes.com/video/business/10004588071/james-b-stewart-on-trumps-taxes.html,Business Day,25,2016-08-12,[],,,,,,,,,,,,,,,,,,
582f358395d0e0392607159b,2,Trump Turns to His Right Flank to Fill National Security Posts,https://www.nytimes.com/2016/11/19/us/politics/donald-trump-administration.html,National,1301,2016-11-18,"[('subject', 'United States Politics and Government'), ('persons', 'Trump, Donald J'), ('persons', 'Sessions, Jefferson B III'), ('persons', 'Flynn, Michael T'), ('persons', 'Pompeo, Mike'), ('subject', 'Appointments and Executive Changes')]",,,,,,,,,,,,,,,,,,
582f358395d0e0392607159b,2,Trump Turns to His Right Flank to Fill National Security Posts,https://www.nytimes.com/2016/11/19/us/politics/donald-trump-administration.html,National,1301,2016-11-18,"[('subject', 'United States Politics and Government'), ('persons', 'Trump, Donald J'), ('persons', 'Sessions, Jefferson B III'), ('persons', 'Flynn, Michael T'), ('persons', 'Pompeo, Mike'), ('subject', 'Appointments and Executive Changes')]",,,,,,,,,,,,,,,,,,
582a724695d0e0204d56070a,2,Donald Trump's Far-Flung Holdings Raise Potential for Conflicts of Interest,https://www.nytimes.com/2016/11/15/us/politics/donald-trump-holdings-conflict-of-interest.html,National,1686,2016-11-15,"[('persons', 'Trump, Donald J'), ('subject', 'Conflicts of Interest'), ('organizations', 'Trump Organization'), ('subject', 'Presidents and Presidency (US)'), ('persons', 'Trump, Eric F (1984- )'), ('persons', 'Trump, Ivanka'), ('persons', 'Trump, Donald J Jr'), ('subject', 'Presidential Election of 2016'), ('subject', 'United States Politics and Government')]",,,,,,,,,,,,,,,,,,
57f2ae5195d0e021d7989d9c,2,The Uproar Over Donald Trump's Taxes,https://www.nytimes.com/2016/10/04/opinion/the-uproar-over-donald-trumps-taxes.html,Letters,573,2016-10-04,"[('persons', 'Trump, Donald J'), ('subject', 'Income Tax'), ('subject', 'Federal Taxes (US)'), ('subject', 'Presidential Election of 2016')]",,,,,,,,,,,,,,,,,,
5817ec7895d0e022439c64d4,2,"Investigating Donald Trump, F.B.I. Sees No Clear Link to Russia",https://www.nytimes.com/2016/11/01/us/politics/fbi-russia-election-donald-trump.html,National,1528,2016-11-01,"[('subject', 'Presidential Election of 2016'), ('subject', 'Cyberwarfare and Defense'), ('subject', 'Elections'), ('glocations', 'Russia'), ('organizations', 'Federal Bureau of Investigation'), ('persons', 'Trump, Donald J'), ('subject', 'Classified Information and State Secrets'), ('subject', 'E-Mail'), ('persons', 'Putin, Vladimir V')]",,,,,,,,,,,,,,,,,,
